StockCode,StockName,Category
6560,欣普羅,26
8342,益張,20
3615,安可,26
6419,京晨科,26
5340,建榮,28
4542,科嶠,28
9960,邁達康,37
4711,永純,21
3224,三顧,29
6242,立康,22
4171,瑞基,33
5403,中菲,30
5450,南良,20
6642,富致,28
8929,富堡,20
3349,寶德,25
4303,信立,03
4806,桂田文創,32
2924,宏太-KY,38
3265,台星科,24
3623,富晶通,26
8349,恒耀,10
5392,能率,26
3684,榮昌,27
2941,米斯特,38
4772,台特化,21
3217,優群,28
8097,常珵,27
4109,加捷生醫,22
6175,立敦,28
7642,昶瑞機電,05
6103,合邦,24
6968,萬達寵物,38
7728,光焱科技,31
6967,汎瑋材料,28
4909,新復興,27
5353,台林,27
3310,佳穎,28
6486,互動,27
5315,光聯,26
3555,博士旺,24
4945,陞達科技,24
4174,浩鼎,22
6561,是方,27
6829,千附精密,24
1580,新麥,05
8182,加高,28
4543,萬在,05
3374,精材,24
6712,長聖,22
6217,中探針,28
3073,天方能源,35
3388,崇越電,28
4903,聯光通,27
6138,茂達,24
6259,百徽,28
3508,位速,31
2063,世鎧,10
6180,橘子,32
6150,撼訊,25
8084,巨虹,29
5310,天剛,30
6872,浩宇生醫,22
6741,91APP*-KY,36
4154,樂威科-KY,20
2235,謚源,05
8272,全景軟體,30
4305,世坤,03
3176,基亞,22
4432,銘旺實,04
6104,創惟,24
5356,協益,25
7402,邑錡,26
6148,驊宏資,30
3221,台嘉碩,27
5523,豐謙,14
4721,美琪瑪,21
6670,復盛應用,37
6005,群益證,17
6288,聯嘉,12
6869,雲豹能源,35
1339,昭輝,12
2901,欣欣,18
4571,鈞興-KY,05
1529,樂事綠能,05
6451,訊芯-KY,24
1533,車王電,12
2455,全新,27
3376,新日興,28
1737,臺鹽,02
3018,隆銘綠能,31
1539,巨庭,05
6531,愛普*,24
6931,青松健康,22
6695,芯鼎,24
1443,立益物流,20
1310,台苯,03
0052,富邦科技,00
5521,工信,14
2528,皇普,14
8481,政伸,20
3694,海華,27
1563,巧新,12
6552,易華電,24
5269,祥碩,24
1471,首利,28
1417,嘉裕,04
2903,遠百,18
2301,光寶科,25
2836,高雄銀,17
3135,凌航,24
2534,宏盛,14
3308,聯德,28
9919,康那香,20
2201,裕隆,12
6504,南六,20
2015,豐興,10
1309,台達化,03
6754,匯僑設計,38
6165,浪凡,36
2029,盛餘,10
6753,龍德造船,15
6792,詠業,27
1219,福壽,02
2420,新巨,28
3494,誠研,25
6965,中傑-KY,37
1210,大成,02
1215,卜蜂,02
6214,精誠,30
2514,龍邦,20
3296,勝德,28
1419,新紡,04
8163,達方,25
4142,國光生,22
2233,宇隆,12
2832,台產,17
2539,櫻花建,14
3557,嘉威,38
1423,利華,04
1522,堤維西,12
7736,虎山,12
4943,康控-KY,28
2515,中工,14
1236,宏亞,02
2482,連宇,31
6605,帝寶,12
2509,全坤建,14
3356,奇偶,26
1590,亞德客-KY,05
3003,健和興,28
2401,凌陽,24
3605,宏致,28
2376,技嘉,25
2481,強茂,24
6790,永豐實,09
2501,國建,14
8476,台境*,35
6951,青新-創,35
3711,日月光投控,24
1402,遠東新,04
4572,駐龍,05
6136,富爾特,27
8033,雷虎,20
2022,聚亨,10
2324,仁寶,25
6863,永道-KY,27
2889,國票金,17
2415,錩新,28
2352,佳世達,25
6550,北極星藥業-KY,22
2483,百容,28
2258,鴻華先進-創,12
2906,高林,18
2038,海光,10
1817,凱撒衛,08
6176,瑞儀,26
5484,慧友,26
8374,羅昇,05
1225,福懋油,02
2365,昆盈,25
6835,圓裕,28
2024,志聯,10
1315,達新,03
3311,閎暉,27
3532,台勝科,24
1730,花仙子,21
2849,安泰銀,17
4977,眾達-KY,27
6142,友勁,27
4952,凌通,24
3535,晶彩科,26
2617,台航,15
6183,關貿,30
3005,神基,25
2351,順德,24
1905,華紙,09
5215,科嘉-KY,25
2466,冠西電,26
2881,富邦金,17
6742,澤米,26
4560,強信-KY,05
1709,和益,21
6796,晉弘,22
2905,三商,18
1733,五鼎,22
2516,新建,14
3481,群創,26
6155,鈞寶,28
3062,建漢,27
4976,佳凌,26
4583,台灣精銳,05
8443,阿瘦,18
8016,矽創,24
3058,立德,28
6909,創控,24
8487,愛爾達-創,36
5533,皇鼎,14
6108,競國,28
1587,吉茂,12
2707,晶華,16
9910,豐泰,37
8081,致新,24
2069,運錩,10
1560,中砂,05
5515,建國,14
1308,亞聚,03
2492,華新科,28
5285,界霖,24
6902,GOGOLOOK,36
3044,健鼎,28
2342,茂矽,24
2102,泰豐,11
1473,台南,04
6949,沛爾生醫-創,22
6449,鈺邦,28
2368,金像電,28
1789,神隆,22
2409,友達,26
2616,山隆,23
7631,聚賢研發-創,31
3380,明泰,27
1110,東泥,01
6133,金橋,28
2506,太設,14
2243,宏旭-KY,12
4770,上品,21
2645,長榮航太,15
8926,台汽電,23
4104,佳醫,22
2851,中再保,17
1217,愛之味,02
3013,晟銘電,25
5469,瀚宇博,28
2317,鴻海,31
3592,瑞鼎,24
2107,厚生,11
2462,良得電,28
6757,台灣虎航,15
2059,川湖,28
2349,錸德,26
9958,世紀鋼,10
3030,德律,31
2845,遠東銀,17
9946,三發地產,14
3016,嘉晶,24
6533,晶心科,24
8104,錸寶,26
6442,光聖,27
2211,長榮鋼,10
1611,中電,06
6168,宏齊,26
1513,中興電,05
2606,裕民,15
6592,和潤企業,20
6446,藥華藥,22
4942,嘉彰,26
1438,三地開發,14
1802,台玻,08
6782,視陽,22
1702,南僑,02
4108,懷特,22
2413,環科,28
2706,第一店,16
1434,福懋,04
6225,天瀚,26
9927,泰銘,20
2929,淘帝-KY,18
7749,意騰-KY,24
2618,長榮航,15
2488,漢平,31
2241,艾姆勒,12
5434,崇越,29
2852,第一保,17
6117,迎廣,25
2348,海悅,20
6405,悅城,26
6271,同欣電,24
6962,奕力-KY,24
6525,捷敏-KY,24
2367,燿華,28
6177,達麗,14
9940,信義,20
9906,欣巴巴,14
6573,虹揚-KY,24
6689,伊雲谷,36
8213,志超,28
1618,合機,06
2425,承啟,25
6206,飛捷,25
2440,太空梭,28
2104,國際中橡,11
6641,基士德-KY,35
4737,華廣,22
1517,利奇,05
2547,日勝生,14
6776,展碁國際,29
4739,康普,21
1903,士紙,09
1558,伸興,05
1503,士電,05
1597,直得,05
3024,憶聲,26
3501,維熹,28
6184,大豐電,20
2347,聯強,29
2820,華票,17
1477,聚陽,04
3432,台端,28
1447,力鵬,04
6491,晶碩,22
9943,好樂迪,16
5234,達興材料,26
3036,文曄,29
1519,華城,05
2801,彰銀,17
2476,鉅祥,28
3056,富華新,14
1723,中碳,21
2337,旺宏,24
2486,一詮,26
4414,如興,04
4720,德淵,21
8429,金麗-KY,18
1909,榮成,09
3704,合勤控,27
3437,榮創,26
6919,康霈*,22
4551,智伸科,12
7722,LINEPAY,36
3021,鴻名,28
1218,泰山,02
2006,東和鋼鐵,10
3164,景岳,22
3406,玉晶光,26
3563,牧德,26
5471,松翰,24
3518,柏騰,31
2385,群光,28
6541,泰福-KY,22
6281,全國電,29
2354,鴻準,31
4426,利勤,04
1440,南紡,04
2885,元大金,17
2633,台灣高鐵,15
6226,光鼎,26
3530,晶相光,24
3032,偉訓,28
8210,勤誠,25
2387,精元,25
1410,南染,04
2428,興勤,28
2464,盟立,31
9918,欣天然,23
5546,永固-KY,14
1435,中福,20
6805,富世達,28
6285,啟碁,27
0053,元大電子,00
1213,大飲,02
1229,聯華,02
2597,潤弘,14
6658,聯策,31
2439,美律,27
2912,統一超,18
4581,光隆精密-KY,12
2020,美亞,10
6201,亞弘電,31
2303,聯電,24
4906,正文,27
1304,台聚,03
2115,六暉-KY,12
2880,華南金,17
4746,台耀,22
2434,統懋,24
1460,宏遠,04
2451,創見,24
2493,揚博,28
3701,大眾控,25
1904,正隆,09
8467,波力-KY,37
1614,三洋電,06
6423,億而得-創,24
6781,AES-KY,28
1718,中纖,21
3045,台灣大,27
2601,益航,18
2611,志信,15
1445,大宇,04
3004,豐達科,10
1468,昶和,04
1568,倉佑,12
6988,威力暘-創,12
3450,聯鈞,24
9907,統一實,20
3447,展達,27
1446,宏和,04
3543,州巧,26
1305,華夏,03
8215,明基材,26
1615,大山,06
1528,恩德,05
2034,允強,10
9905,大華,20
8070,長華*,29
2103,台橡,11
5876,上海商銀,17
4119,旭富,22
6924,榮惠-KY創,28
2305,全友,25
3705,永信,22
3645,達邁,28
6239,力成,24
5534,長虹,14
1321,大洋,03
2328,廣宇,28
5225,東科-KY,31
2323,中環,26
6806,森崴能源,35
6916,華凌,26
2712,遠雄來,16
1102,亞泥,01
1783,和康生,22
4949,有成精密,26
2423,固緯,31
6505,台塑化,23
3041,揚智,24
2345,智邦,27
2610,華航,15
1413,宏洲,04
1809,中釉,08
6269,台郡,28
9917,中保科,20
2491,吉祥全,26
8940,新天地,16
1442,名軒,14
2101,南港,11
2739,寒舍,16
2364,倫飛,25
5283,禾聯碩,06
2360,致茂,31
2430,燦坤,29
2705,六福,16
4438,廣越,04
6937,天虹,24
1583,程泰,05
1808,潤隆,14
6952,大武山,20
2313,華通,28
2206,三陽工業,12
2812,台中銀,17
1711,永光,21
1338,廣華-KY,12
2615,萬海,15
1512,瑞利,12
1454,台富,04
4915,致伸,28
6438,迅得,31
3055,蔚華科,29
2248,華勝-KY,12
1712,興農,21
1233,天仁,02
6994,富威電力,35
2424,隴華,27
1437,勤益控,20
8463,潤泰材,20
2438,翔耀,26
4439,冠星-KY,04
2357,華碩,25
4930,燦星網,06
2457,飛宏,28
9925,新保,20
1256,鮮活果汁-KY,02
2330,台積電,24
2404,漢唐,31
2421,建準,28
9911,櫻花,38
2231,為升,12
6213,聯茂,28
0051,元大中型100,00
6933,AMAX-KY,25
6141,柏承,28
2496,卓越,20
5531,鄉林,14
1319,東陽,12
4536,拓凱,37
2429,銘旺科,26
6674,鋐寶科技,27
6668,中揚光,26
5288,豐祥-KY,05
3702,大聯大,29
2331,精英,25
2609,陽明,15
1418,東華,04
6585,鼎基,20
2887,台新金,17
3617,碩天,31
1731,美吾華,22
3576,聯合再生,26
1762,中化生,22
3305,昇貿,31
3034,聯詠,24
4576,大銀微系統,05
6191,精成科,28
8482,商億-KY,38
2904,匯僑,20
8499,鼎炫-KY,31
1906,寶隆,09
8473,山林水,35
3050,鈺德,26
1714,和桐,21
2388,威盛,24
8105,凌巨,26
2254,巨鎧精密-創,12
2897,王道銀行,17
1734,杏輝,22
6534,正瀚-創,22
3708,上緯投控,35
6116,彩晶,26
3090,日電貿,28
8271,宇瞻,24
1316,上曜,14
1582,信錦,28
6645,金萬林-創,22
8150,南茂,24
3042,晶技,28
3035,智原,24
4106,雃博,22
6958,日盛台駿,20
5292,華懋,35
2816,旺旺保,17
2460,建通,28
6794,向榮生技-創,22
1717,長興,21
8367,建新國際,15
1810,和成,08
2442,新美齊,14
1732,毛寶,21
3591,艾笛森,26
1449,佳和,04
2356,英業達,25
1325,恆大,03
4766,南寶,21
1103,嘉泥,01
3653,健策,28
6415,矽力*-KY,24
1720,生達,22
3017,奇鋐,25
3229,晟鈦,28
1605,華新,06
3059,華晶科,26
2207,和泰車,12
4722,國精化,21
2031,新光鋼,10
6216,居易,27
2484,希華,28
6164,華興,26
8411,福貞-KY,20
8261,富鼎,24
9924,福興,38
4764,雙鍵,21
2332,友訊,27
3094,聯傑,24
1463,強盛新,04
8996,高力,05
3047,訊舟,27
2369,菱生,24
1536,和大,12
2642,宅配通,15
1735,日勝化,21
7705,三商餐飲,16
6579,研揚,25
6706,惠特,26
2227,裕日車,12
2017,官田鋼,10
2450,神腦,27
1340,勝悅-KY,03
3528,安馳,29
1736,喬山,37
1416,廣豐,20
3593,力銘,28
2108,南帝,11
1525,江申,12
3011,今皓,28
3661,世芯-KY,24
2855,統一證,17
1604,聲寶,06
2449,京元電子,24
3010,華立,29
6412,群電,28
2495,普安,25
3150,鈺寶-創,24
9937,全國,23
6771,平和環保-創,35
5522,遠雄,14
1324,地球,03
1504,東元,05
1109,信大,01
9914,美利達,37
9929,秋雨,20
2392,正崴,28
2498,宏達電,27
1474,弘裕,04
6768,志強-KY,37
3419,譁裕,27
6834,天二科技,28
7732,金興精密,12
4960,誠美材,26
2012,春雨,10
2546,根基,14
6923,中台,35
1307,三芳,03
4736,泰博,22
8112,至上,29
2114,鑫永銓,11
1409,新纖,04
2109,華豐,11
2030,彰源,10
8464,億豐,38
2431,聯昌,28
3031,佰鴻,26
0056,元大高股息,00
2329,華泰,24
2393,億光,26
1101,台泥,01
3266,昇陽,14
3049,精金,26
2911,麗嬰房,18
4532,瑞智,05
0055,元大MSCI金融,00
4989,榮科,28
9941,裕融,20
6558,興能高,31
2702,華園,16
3416,融程電,25
6477,安集,26
6873,泓德能源,35
2630,亞航,15
2882,國泰金,17
2408,南亞科,24
1773,勝一,21
4763,材料*-KY,21
5608,四維航,15
8454,富邦媒,36
1589,永冠-KY,05
2480,敦陽科,30
4526,東台,05
1459,聯發,04
6671,三能-KY,38
6235,華孚,25
5706,鳳凰,16
2727,王品,16
2105,正新,11
6581,鋼聯,35
1439,雋揚,14
1337,再生-KY,03
2390,云辰,31
1531,高林股,05
4545,銘鈺,28
6153,嘉聯益,28
6464,台數科,20
1776,展宇,21
3515,華擎,25
1220,台榮,02
2399,映泰,25
3052,夆典,14
2204,中華,12
3006,晶豪科,24
7740,熙特爾-創,35
1465,偉全,04
2913,農林,18
1603,華電,06
4569,六方科-KY,12
2312,金寶,31
3652,精聯,25
6799,來頡,24
3596,智易,27
6655,科定,20
8103,瀚荃,28
2701,萬企,16
3019,亞光,26
6205,詮欣,28
6672,騰輝電子-KY,28
3029,零壹,30
8110,華東,24
3715,定穎投控,28
3025,星通,27
5203,訊連,30
5880,合庫金,17
2945,三商家購,18
2363,矽統,24
5871,中租-KY,20
3038,全台,26
2891,中信金,17
1470,大統新創,04
2402,毅嘉,28
6209,今國光,26
2634,漢翔,15
6277,宏正,25
4912,聯德控股-KY,28
6944,兆聯實業,35
2536,宏普,14
2908,特力,18
2239,英利-KY,12
3716,中化控股,22
2436,偉詮電,24
4137,麗豐-KY,22
2542,興富發,14
3022,威強電,25
6120,達運,26
4564,元翎,05
2379,瑞昱,24
2471,資通,30
8045,達運光電,27
6257,矽格,24
4968,立積,24
2344,華邦電,24
2380,虹光,25
1444,力麗,04
4566,時碩工業,05
3023,信邦,28
3092,鴻碩,28
1726,永記,21
1466,聚隆,04
4938,和碩,25
4961,天鈺,24
2453,凌群,30
3054,立萬利,02
3060,銘異,25
2762,世界健身-KY,37
1506,正道,05
6589,台康生技,22
8046,南電,28
1313,聯成,03
2722,夏都,16
1795,美時,22
2106,建大,11
2316,楠梓電,28
6598,ABC-KY,22
6166,凌華,25
3545,敦泰,24
3257,虹冠電,24
2033,佳大,10
6192,巨路,31
2444,兆勁,27
6914,阜爾運通,20
3231,緯創,25
6789,采鈺,24
2540,愛山林,14
0050,元大台灣50,00
6625,必應,20
6591,動力-KY,25
5907,大洋-KY,18
8404,百和興業-KY,20
3048,益登,29
6838,台新藥,22
2321,東訊,27
2884,玉山金,17
2433,互盛電,31
5519,隆大,14
6197,佳必琪,28
9928,中視,20
1538,正峰,05
1617,榮星,06
9944,新麗,20
3008,大立光,26
1312,國喬,03
2302,麗正,24
6770,力積電,24
3046,建碁,25
2441,超豐,24
1725,元禎,21
2432,倚天酷碁-創,25
1451,年興,04
2405,輔信,25
2472,立隆電,28
1464,得力,04
2374,佳能,26
2505,國揚,14
3040,遠見,20
4540,全球傳動,05
1203,味王,02
3454,晶睿,26
4555,氣立,05
4133,亞諾法,22
6719,力智,24
2373,震旦行,31
3346,麗清,12
9103,美德醫療-DR,00
4771,望隼,22
3714,富采,26
2028,威致,10
1326,台化,03
3168,眾福科,26
4440,宜新實業,04
3413,京鼎,24
9802,鈺齊-KY,37
2458,義隆,24
3583,辛耘,24
6807,峰源-KY,38
1760,寶齡富錦,22
6890,來億-KY,37
2892,第一金,17
2025,千興,10
1456,怡華,14
1521,大億,12
8028,昇陽半導體,24
6906,現觀科,36
6666,羅麗芬-KY,22
6887,寶綠特-KY,35
2353,宏碁,25
2834,臺企銀,17
6431,光麗-KY,22
2809,京城銀,17
1342,八貫,20
3588,通嘉,24
1453,大將,14
2362,藍天,25
6243,迅杰,24
6582,申豐,11
1707,葡萄王,22
3338,泰碩,28
3028,增你強,29
3607,谷崧,28
6955,邦睿生技-創,22
6112,邁達特,30
1713,國化,21
6409,旭隼,31
4155,訊映,22
1515,力山,05
4999,鑫禾,28
3321,同泰,28
3209,全科,29
3043,科風,31
6282,康舒,28
2867,三商壽,17
3033,威健,29
2314,台揚,27
6901,鑽石投資,20
1232,大統益,02
2327,國巨,28
2414,精技,29
2002,中鋼,10
1727,中華化,21
1436,華友聯,14
4904,遠傳,27
6743,安普新,31
2543,皇昌,14
6854,錼創科技-KY創,24
8162,微矽電子-創,24
3312,弘憶股,29
9908,大台北,23
2027,大成鋼,10
6885,全福生技,22
2489,瑞軒,26
1721,三晃,21
2013,中鋼構,10
6715,嘉基,28
4755,三福化,21
2395,研華,25
1108,幸福,01
3533,嘉澤,28
8341,日友,35
4148,全宇生技-KY,22
2535,達欣工,14
3669,圓展,27
2049,上銀,05
2504,國產,14
5007,三星,10
6443,元晶,26
4927,泰鼎-KY,28
6416,瑞祺電通,27
4164,承業醫,22
6830,汎銓,31
1526,日馳,05
2613,中櫃,15
5258,虹堡,25
2355,敬鵬,28
3703,欣陸,14
2461,光群雷,31
3622,洋華,26
2511,太子,14
6472,保瑞,22
6139,亞翔,31
2704,國賓,16
6115,鎰勝,28
2915,潤泰全,18
3550,聯穎,28
2723,美食-KY,16
6698,旭暉應材,31
2371,大同,05
8021,尖點,31
8488,吉源-KY,20
3712,永崴投控,25
4306,炎洲,03
1805,寶徠,14
1516,川飛,20
2520,冠德,14
1612,宏泰,06
3686,達能,24
2359,所羅門,31
1527,鑽全,05
2608,嘉里大榮,15
2247,汎德永業,12
5525,順天,14
1532,勤美,05
4588,玖鼎電力,31
6669,緯穎,25
2530,華建,14
6189,豐藝,29
1752,南光,22
8039,台虹,28
6278,台表科,26
5906,台南-KY,18
6957,裕慶-KY,20
2605,新興,15
1476,儒鴻,04
9945,潤泰新,20
1710,東聯,21
2646,星宇航空,15
2612,中航,15
2465,麗臺,25
6936,永鴻生技,22
1535,中宇,05
9926,新海,23
8101,華冠,27
5244,弘凱,26
2939,永邑-KY,18
1608,華榮,06
4807,日成-KY,18
1323,永裕,03
2883,凱基金,17
9904,寶成,37
1722,台肥,21
3665,貿聯-KY,31
2527,宏璟,14
2636,台驊控股,15
1514,亞力,05
2637,慧洋-KY,15
1235,興泰,02
9931,欣高,23
2417,圓剛,25
5222,全訊,24
2923,鼎固-KY,14
1609,大亞,06
3706,神達,25
2454,聯發科,24
1301,台塑,03
2731,雄獅,16
4919,新唐,24
2032,新鋼,10
9955,佳龍,35
9938,百和,20
9136,巨騰-DR,00
3504,揚明光,26
2468,華經,30
8478,東哥遊艇,37
1452,宏益,04
2383,台光電,28
2614,東森,20
2607,榮運,15
9934,成霖,38
3051,力特,26
2377,微星,25
6969,成信實業*-創,35
9939,宏全,20
1234,黑松,02
1616,億泰,06
8201,無敵,31
6426,統新,27
2910,統領,18
6756,威鋒電子,24
2427,三商電,30
8114,振樺電,25
2890,永豐金,17
2548,華固,14
2497,怡利電,12
3026,禾伸堂,28
2382,廣達,25
1537,廣隆,05
9912,偉聯,25
8222,寶一,05
2250,IKKA-KY,12
9921,巨大,37
6224,聚鼎,28
4916,事欣科,25
3130,一零四,36
3679,新至陞,28
2485,兆赫,27
2023,燁輝,10
2545,皇翔,14
2010,春源,10
2467,志聖,28
2537,聯上發,14
6861,睿生光電,22
9105,泰金寶-DR,00
6024,群益期,17
4557,永新-KY,12
1341,富林-KY,03
1455,集盛,04
1540,喬福,05
3057,喬鼎,25
2459,敦吉,31
2208,台船,15
5243,乙盛-KY,26
2338,光罩,24
3037,欣興,28
1201,味全,02
2008,高興昌,10
2419,仲琦,27
2014,中鴻,10
6928,攸泰科技,25
2236,百達-KY,12
1541,錩泰,05
0057,富邦摩台,00
2850,新產,17
1626,艾美特-KY,06
2406,國碩,26
2308,台達電,28
4958,臻鼎-KY,28
8422,可寧衛,35
4562,穎漢,05
8072,陞泰,29
8466,美吉吉-KY,20
6606,建德工業,05
2538,基泰,14
5388,中磊,27
2474,可成,31
1104,環泥,01
3002,歐格,25
2228,劍麟,12
2838,聯邦銀,17
4994,傳奇,30
1806,冠軍,08
2753,八方雲集,16
6128,上福,25
1598,岱宇,37
1303,南亞,03
3167,大量,05
3673,TPK-KY,26
3189,景碩,24
1314,中石化,03
2524,京城,14
1524,耿鼎,12
6152,百一,27
9110,越南控-DR,00
8131,福懋科,24
1467,南緯,04
8438,昶昕,35
1231,聯華食,02
5538,東明-KY,10
2748,雲品,16
9933,中鼎,20
2426,鼎元,26
2340,台亞,24
3014,聯陽,24
2412,中華電,27
2375,凱美,28
6196,帆宣,31
1414,東和,04
3027,盛達,27
6414,樺漢,25
1227,佳格,02
1530,亞崴,05
6202,盛群,24
1216,統一,02
2603,長榮,15
1786,科妍,22
4935,茂林-KY,26
1708,東鹼,21
8249,菱光,28
3015,全漢,28
1472,三洋實業,14
2009,第一銅,10
1432,大魯閣,37
8011,台通,27
2886,兆豐金,17
3138,耀登,27
2397,友通,25
2007,燁興,10
6283,淳安,31
6862,三集瑞-KY,28
6456,GIS-KY,26
7721,微程式,36
8442,威宏-KY,20
3443,創意,24
9935,慶豐富,38
2477,美隆電,31
1441,大東,04
6918,愛派司,22
0061,元大寶滬深,00
9930,中聯資源,35
6526,達發,24
1907,永豐餘,09
6215,和椿,31
1457,宜進,04
4967,十銓,24
5306,桂盟,37
6230,尼得科超眾,25
2478,大毅,28
1475,業旺,04
6657,華安,22
2062,橋椿,38
4934,太極,26
6691,洋基工程,31
9942,茂順,20
4190,佐登-KY,22
3149,正達,26
4956,光鋐,26
6515,穎崴,24
8462,柏文,37
9902,台火,20
5284,jpp-KY,20
5607,遠雄港,15
4552,力達-KY,05
